yaw,pitch,roll,face_ratio,body_yaw,avg_body_movement,Fear,Surprise,Label
-9.225734831650783,-1.294518919437647,0.6685976382218155,1.0,15.302689847970942,0.0,0.09167683124542236,0.03890838474035263,1.0
-9.831713119415612,-1.252208361236828,1.7572496428759539,1.0,16.846512829391163,0.04355813680421006,0.07766969501972198,0.029552273452281952,1.0
-9.935001117163832,-1.3122592696660942,2.054726924633953,1.0,16.76081730540848,0.04275143373389313,0.09466151893138885,0.040844470262527466,1.0
-9.993623948993505,-1.3177909386408095,2.148315469174168,1.0,17.34946593517573,0.046415851475470074,0.11842424422502518,0.05577870458364487,1.0
-9.972993737639309,-1.8867072929497466,2.764410928378159,1.0,17.14767836202775,0.062053390576742765,0.12092845141887665,0.06957440823316574,1.0
-10.05384174888989,-2.5520759122203853,2.2976652373336166,1.0,13.980884056393142,0.11567414350915856,0.0882466733455658,0.05667227506637573,1.0
-10.163825765929756,-2.7793183882991674,0.9940828097114358,1.0,15.050696724343682,0.1338864264130522,0.11261481046676636,0.05748545750975609,1.0
-10.173301127342699,-2.6281753760989224,0.44267271229954486,1.0,14.765556115621854,0.1335425071625257,0.12259157747030258,0.05134696140885353,1.0
-10.048069096827758,-2.659412344183859,0.11568804577414159,1.0,13.264030858511592,0.1541528172725526,0.10597104579210281,0.05994490161538124,1.0
-9.164934869608627,-3.014454382789234,-0.043389484216616654,1.0,12.175814730103738,0.15932674756358906,0.13387031853199005,0.056429676711559296,1.0
-8.693157243930667,-3.6526911841551266,0.015360709470627364,1.0,11.328187160899603,0.17830303741105183,0.07139107584953308,0.02835055999457836,1.0
-7.773044664161012,-5.575490756474633,0.22396477495582653,1.0,12.144156449816169,0.17846404205029298,0.09189663082361221,0.04104644060134888,1.0
-7.909797526313971,-6.338837692693756,0.5129288179341739,1.0,10.71348656205727,0.18074392941920833,0.09666776657104492,0.044532693922519684,1.0
-8.59678358511298,-6.950020145491315,0.704489384575948,1.0,10.7996225505327,0.19189509232957916,0.08223091065883636,0.04333246871829033,1.0
-9.01040132253225,-7.1169025638926735,0.7423800531220923,1.0,11.163767465403122,0.19306879430318716,0.09912066906690598,0.04891599714756012,1.0
-9.318048202629333,-7.30360265319503,0.7333838875901734,1.0,12.371633003622442,0.1850072505376112,0.09097364544868469,0.055755794048309326,1.0
-9.510165063073995,-7.374064663840226,0.8101063897324032,1.0,11.713440048566989,0.20090747871184814,0.10683803260326385,0.059906262904405594,1.0
-9.912474022720781,-7.240253659414523,0.9860151230200327,1.0,9.312410267068458,0.24668216159381678,0.11746197938919067,0.05228118970990181,1.0
-10.020063563353254,-6.9916260053962285,1.0446687525422174,1.0,9.883996535558529,0.22757182540709323,0.1136992871761322,0.05767541378736496,1.0
-10.01159075825905,-6.808382215155298,1.037503230845214,1.0,11.388630389057125,0.22518178406585507,0.13231204450130463,0.06717737764120102,1.0
-10.051913895353437,-6.704237095245263,1.0613104248071374,1.0,14.21389612904695,0.2582822284375708,0.1279013752937317,0.05459820479154587,1.0
-10.206863849670464,-6.5373764629125715,1.0340573971426013,1.0,11.87444413428609,0.272599009784784,0.09555382281541824,0.044130366295576096,1.0
-10.57639610339315,-6.154576690714897,0.9412376368021376,1.0,13.247268942511035,0.32164323817204526,0.09828189015388489,0.04858775809407234,1.0
-10.512498097211862,-5.851838409661237,0.9138141962819685,1.0,14.235861117609655,0.32222059168524786,0.1400393396615982,0.05231302231550217,1.0
-10.319549955706194,-5.730413976954387,0.8779050732086026,1.0,14.288402649000808,0.3197272235277392,0.14576146006584167,0.06012798100709915,1.0
-10.09641027815961,-5.694471333242916,0.7840998933803652,1.0,13.090681016046481,0.30235199356652254,0.10208621621131897,0.044626496732234955,1.0
-9.869040769087567,-5.8938524250547735,0.7921412267341226,1.0,11.813003235101121,0.2834262926462529,0.08711984753608704,0.04780120030045509,1.0
-9.775618485799091,-6.094714600891881,0.9355831720394067,1.0,11.198625999814755,0.2312722682248764,0.07465581595897675,0.045451246201992035,1.0
-9.776003143671959,-6.1621725801473435,0.9775447661098756,1.0,12.242807949838047,0.22417159131566167,0.0863308534026146,0.05659573897719383,1.0
-9.842635430028873,-6.34101017258733,0.970822994339174,1.0,11.514987307026956,0.22749360189665765,0.0926637351512909,0.06534884124994278,1.0
-9.976827616839703,-6.369414751738687,0.8636115918013776,1.0,14.938617900819583,0.199517229580685,0.0867452546954155,0.05620769411325455,1.0
-10.003434294029862,-6.281928670005167,0.892378446327395,1.0,15.30910320544066,0.18381101425614144,0.0832543820142746,0.05721760913729668,1.0
-10.399106270837006,-6.150621856226876,0.8893598381045698,1.0,15.16808332099849,0.13624918034082245,0.07726379483938217,0.06388548016548157,1.0
-10.900654780367203,-6.014776790589015,0.8778572598562695,1.0,14.297527518696233,0.12390291637217656,0.07304386049509048,0.05308777093887329,1.0
-11.142142672719988,-5.768465561685966,0.6977584362258413,1.0,14.257721005351256,0.1218429510619833,0.07319438457489014,0.05911000072956085,1.0
-11.330060222002016,-5.614326957011437,0.6306422337061579,1.0,10.832352266647515,0.12118953476398059,0.08163347840309143,0.058067139238119125,1.0
-11.524542544226994,-5.581479741184868,0.6360581448898507,1.0,11.168430480504135,0.10157522666889447,0.07562152296304703,0.059433355927467346,1.0
-11.816811261011813,-5.386538722343757,0.7415805395081971,1.0,10.924034777398202,0.11018828534111012,0.06556408107280731,0.04771559685468674,1.0
-12.026659031261225,-5.214466280937039,0.9976600330527063,1.0,9.996572640493474,0.11527891253814598,0.06124309077858925,0.04955090954899788,1.0
-12.320656826638501,-5.136848721025596,0.971744319312895,1.0,10.780649641852465,0.10314937816498022,0.06994567066431046,0.059818726032972336,1.0
-12.555478954802126,-5.360571055207857,0.7866397962127075,1.0,10.143908029185315,0.09283559289376733,0.05345692113041878,0.049440864473581314,1.0
